QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,ORIGIN_STATE_FIPS,DEST_STATE_FIPS,CRS_DEP_TIME,CRS_ARR_TIME,CRS_ELAPSED_TIME,DISTANCE,Destination,Carrier_index,Origin,ARR_DELAY,class,class2
2,5,25,4,6,27,1715,2304,229.0,1535.0,258,18,206,99.0,5,3
1,3,9,4,6,6,1050,1230,100.0,337.0,206,20,338,14.0,2,2
2,4,20,4,41,8,535,907,152.0,898.0,96,18,313,-23.0,0,1
2,6,29,4,13,1,1515,1519,64.0,147.0,239,18,22,191.0,5,3
1,2,7,2,36,36,1706,1832,86.0,264.0,321,3,196,-24.0,0,1
1,2,12,7,36,24,1135,1250,75.0,289.0,57,23,14,19.0,2,2
2,6,30,5,17,34,1832,2200,148.0,719.0,121,1,274,103.0,5,3
4,10,18,3,36,25,956,1108,72.0,187.0,45,3,196,-6.0,0,1
3,9,29,5,46,27,1310,1420,70.0,257.0,258,18,3,17.0,2,2
3,7,12,3,36,49,1545,1925,340.0,1990.0,348,6,196,-11.0,0,1
4,12,1,5,31,32,1420,1520,180.0,1099.0,204,23,271,-16.0,0,1
1,3,1,3,48,13,700,1005,125.0,731.0,22,6,97,-16.0,0,1
1,2,10,5,47,17,635,810,95.0,395.0,234,23,43,-2.0,1,1
2,4,8,6,17,6,1330,1603,273.0,1744.0,206,1,274,17.0,2,2
4,12,13,3,25,37,936,1215,159.0,728.0,76,1,45,-5.0,1,1
1,2,2,4,16,8,715,906,111.0,458.0,96,18,178,-1.0,1,1
4,12,31,7,17,27,1015,1142,87.0,334.0,258,1,274,5.0,1,1
2,4,21,5,22,29,1255,1440,105.0,604.0,360,23,259,-4.0,1,1
1,3,17,5,15,15,1431,1511,40.0,100.0,268,11,164,-2.0,1,1
4,12,27,3,13,48,1126,1255,149.0,731.0,97,6,22,-1.0,1,1
2,6,28,3,51,17,800,920,140.0,717.0,274,18,275,-2.0,1,1
2,4,18,2,6,32,2215,2320,65.0,258.0,204,23,326,4.0,1,1
2,4,27,4,17,27,1225,1405,100.0,397.0,101,18,274,-21.0,0,1
3,8,23,3,6,48,1600,2125,205.0,1476.0,92,23,338,135.0,5,3
2,5,6,6,12,17,1259,1510,191.0,1120.0,274,20,324,-11.0,0,1
4,12,6,3,48,48,1445,1534,49.0,74.0,75,7,176,1.0,1,1
1,2,25,6,48,13,1325,1645,140.0,874.0,22,6,327,-20.0,0,1
1,1,4,3,26,12,1030,1321,171.0,983.0,373,6,105,-8.0,0,1
2,5,5,5,13,32,2038,2201,263.0,1747.0,204,15,22,4.0,1,1
4,10,12,4,12,51,2055,2305,130.0,759.0,95,1,232,-8.0,0,1
3,7,11,2,13,42,1652,1910,138.0,666.0,289,6,22,22.0,3,2
4,11,25,6,48,6,1505,1701,236.0,1464.0,338,1,97,-15.0,0,1
2,6,21,3,16,4,640,743,123.0,735.0,290,1,44,-11.0,0,1
1,1,19,4,24,12,1235,1510,155.0,842.0,373,23,57,-31.0,0,1
4,10,5,4,53,41,1917,2032,75.0,279.0,284,18,140,-25.0,0,1
2,6,10,6,42,13,813,1025,132.0,666.0,22,1,289,-12.0,0,1
3,7,4,2,47,8,1415,1555,160.0,1014.0,96,23,43,-14.0,0,1
2,5,23,2,47,48,1525,1730,125.0,670.0,166,23,43,1.0,1,1
3,8,23,3,17,48,1435,1720,165.0,937.0,166,23,234,41.0,4,2
4,11,19,7,27,13,730,1108,158.0,907.0,22,6,258,-37.0,0,1
3,8,28,1,32,55,1840,5,205.0,1524.0,244,23,204,5.0,1,1
1,2,2,4,42,26,1745,1858,73.0,164.0,105,18,116,-21.0,0,1
2,5,30,2,27,8,1125,1232,127.0,680.0,96,6,258,-14.0,0,1
3,9,27,3,27,48,2050,2328,158.0,852.0,97,15,258,-16.0,0,1
2,6,14,3,6,6,1545,1711,86.0,354.0,338,3,216,-15.0,0,1
3,7,13,4,13,37,811,931,80.0,306.0,151,7,22,-9.0,0,1
3,7,12,3,78,72,1610,1654,44.0,94.0,346,3,363,-17.0,0,1
1,3,23,4,5,48,1245,1435,110.0,438.0,176,7,395,-8.0,0,1
2,5,27,6,45,13,830,929,59.0,153.0,22,6,152,-20.0,0,1
4,12,15,5,21,13,550,735,105.0,373.0,22,6,88,-17.0,0,1
1,1,12,4,12,25,1913,2210,177.0,1249.0,45,3,324,-13.0,0,1
1,1,29,7,26,17,1430,1459,89.0,235.0,274,18,105,10.0,2,2
3,8,4,5,13,42,941,1132,111.0,620.0,233,6,22,2.0,1,1
2,4,11,2,25,12,611,932,201.0,1185.0,373,3,45,-27.0,0,1
2,4,6,4,12,24,1320,1545,145.0,883.0,57,23,283,161.0,5,3
2,6,14,3,17,4,1958,2145,227.0,1440.0,290,20,274,213.0,5,3
1,2,5,7,36,17,955,1140,165.0,725.0,234,23,215,-38.0,0,1
3,8,19,6,17,51,2125,43,138.0,717.0,275,20,274,16.0,2,2
4,11,26,7,6,27,1400,1945,225.0,1576.0,258,6,344,-29.0,0,1
1,3,4,6,49,25,2245,514,269.0,2105.0,45,6,348,-15.0,0,1
3,7,6,4,17,13,1445,1740,115.0,591.0,22,23,234,130.0,5,3
4,12,20,3,6,13,1428,2203,275.0,2139.0,22,6,338,1.0,1,1
3,7,31,1,6,53,1100,1250,110.0,723.0,140,23,266,-3.0,1,1
3,7,2,7,6,6,1600,1725,85.0,337.0,338,6,206,-21.0,0,1
2,4,11,2,34,6,1000,1323,383.0,2565.0,338,20,121,7.0,2,2
2,5,4,4,53,6,1855,2103,128.0,679.0,338,20,336,15.0,2,2
2,4,6,4,6,6,2038,2203,85.0,266.0,206,18,255,7.0,2,2
1,2,26,7,6,6,1150,1300,70.0,333.0,344,23,273,-7.0,0,1
2,4,21,5,16,8,725,909,104.0,458.0,96,18,178,-6.0,0,1
3,8,13,7,17,36,2015,2320,125.0,725.0,215,23,234,-28.0,0,1
4,10,19,4,27,37,505,834,149.0,930.0,76,1,258,-2.0,1,1
2,5,18,4,12,25,611,905,174.0,1121.0,45,3,232,60.0,4,2
3,8,9,3,27,53,1135,1300,205.0,1254.0,301,18,258,-1.0,1,1
2,6,20,2,17,39,1525,1730,65.0,283.0,77,23,234,12.0,2,2
2,6,3,6,72,78,1429,1504,35.0,68.0,362,3,346,42.0,4,2
4,12,26,2,6,32,950,1120,90.0,414.0,204,23,338,2.0,1,1
1,1,19,4,34,51,1055,1216,81.0,199.0,95,7,121,-19.0,0,1
4,12,6,3,48,34,1826,2251,205.0,1400.0,121,20,176,-18.0,0,1
4,11,8,3,22,37,1219,1520,121.0,675.0,76,7,53,123.0,5,3
1,2,12,7,29,6,1250,1410,200.0,1334.0,326,23,230,2.0,1,1
3,8,4,5,53,53,1342,1443,61.0,224.0,336,2,140,32.0,3,2
2,4,17,1,39,13,730,920,110.0,554.0,22,6,74,-10.0,0,1
2,4,24,1,42,12,1902,2148,166.0,980.0,129,15,208,32.0,3,2
2,5,7,7,6,49,1955,2243,108.0,590.0,348,2,206,57.0,4,2
2,4,2,7,4,47,1130,1635,185.0,1449.0,43,23,290,63.0,5,3
2,4,15,6,17,27,1230,1355,85.0,349.0,258,23,234,1.0,1,1
1,1,12,4,13,40,1620,1732,132.0,674.0,376,6,22,-17.0,0,1
1,1,18,3,27,53,1759,1959,240.0,1399.0,336,6,258,-34.0,0,1
4,12,14,4,6,22,935,1512,217.0,1670.0,259,6,206,93.0,5,3
2,5,17,3,53,8,1245,1627,162.0,1024.0,96,20,336,-17.0,0,1
4,10,6,5,48,1,1600,1755,115.0,595.0,169,7,176,-9.0,0,1
1,1,7,6,37,17,1439,1548,129.0,599.0,274,1,76,23.0,3,2
3,9,8,5,32,6,2105,2235,90.0,407.0,266,23,204,77.0,5,3
1,3,29,3,6,6,540,655,75.0,337.0,206,23,266,-7.0,0,1
3,9,28,4,22,29,1315,1455,100.0,604.0,360,23,259,-4.0,1,1
4,11,12,7,35,48,1410,1644,94.0,501.0,176,7,165,-23.0,0,1
3,8,16,3,6,41,1840,2054,134.0,834.0,284,2,206,12.0,2,2
3,9,25,1,4,15,1035,1406,391.0,2860.0,200,1,290,-6.0,0,1
1,3,15,3,12,6,1711,2049,398.0,2585.0,338,1,242,49.0,4,2
3,7,14,5,37,17,940,1052,132.0,599.0,274,1,76,-13.0,0,1
4,12,6,3,17,5,1215,1415,120.0,552.0,218,18,274,-13.0,0,1
1,1,8,7,17,18,1550,1753,63.0,157.0,137,18,274,46.0,4,2
1,1,1,7,4,32,1045,1055,70.0,255.0,204,23,290,13.0,2,2
2,5,21,7,37,22,1115,1209,114.0,651.0,259,1,76,11.0,2,2
4,12,22,5,29,27,1510,1654,104.0,448.0,258,6,360,-11.0,0,1
2,5,8,1,8,34,1120,1707,227.0,1605.0,121,20,96,38.0,3,2
4,11,18,6,6,17,1425,2023,238.0,1723.0,274,1,326,4.0,1,1
3,8,5,6,39,8,850,955,185.0,1154.0,96,23,77,-2.0,1,1
1,1,2,1,48,13,700,959,119.0,721.0,22,6,92,52.0,4,2
4,10,21,6,72,12,1730,2030,180.0,1189.0,232,23,346,12.0,2,2
2,6,17,6,17,47,835,1108,93.0,475.0,383,18,274,0.0,1,1
2,4,30,7,12,4,1715,1915,300.0,1972.0,290,23,129,113.0,5,3
2,6,29,4,48,12,855,1215,140.0,917.0,373,23,92,-4.0,1,1
1,1,11,3,12,26,1555,1838,163.0,983.0,105,6,373,-1.0,1,1
1,2,10,5,17,34,1420,1728,128.0,719.0,121,20,274,7.0,2,2
1,1,3,2,48,22,1715,1826,71.0,305.0,259,20,176,-16.0,0,1
2,5,31,3,48,32,2040,2143,183.0,1055.0,204,1,97,-9.0,0,1
3,9,27,3,6,6,1225,1400,95.0,447.0,326,23,338,-15.0,0,1
2,4,7,5,12,72,2224,104,160.0,1189.0,346,3,232,11.0,2,2
1,3,31,5,13,12,730,837,67.0,270.0,195,6,22,-6.0,0,1
4,12,10,7,18,27,715,815,120.0,411.0,258,18,330,-22.0,0,1
3,9,15,5,22,48,524,634,70.0,305.0,176,20,259,-19.0,0,1
2,6,1,4,48,48,1010,1110,60.0,189.0,92,23,24,-10.0,0,1
4,12,5,2,36,45,1850,2048,118.0,563.0,264,15,215,26.0,3,2
3,8,21,1,37,17,700,758,118.0,589.0,274,7,151,-3.0,1,1
3,7,22,6,28,48,700,825,85.0,376.0,176,7,146,0.0,1,1
1,3,31,5,27,36,2019,2337,138.0,860.0,368,6,258,-14.0,0,1
1,3,12,7,53,17,1800,2341,221.0,1721.0,274,2,336,-15.0,0,1
1,1,9,1,48,48,1530,1627,57.0,190.0,24,1,97,-10.0,0,1
1,1,25,3,15,53,1355,2140,345.0,2677.0,336,6,164,151.0,5,3
2,4,6,4,15,15,1531,1608,37.0,100.0,164,11,268,1.0,1,1
4,10,22,7,37,44,1330,1530,120.0,683.0,307,1,76,3.0,1,1
4,11,10,5,6,48,800,1322,202.0,1431.0,97,1,351,-22.0,0,1
3,7,18,2,32,8,1730,2022,112.0,628.0,96,15,204,4.0,1,1
2,4,9,7,12,13,1330,1523,113.0,515.0,22,6,324,45.0,4,2
3,8,24,4,4,13,1550,2236,226.0,1587.0,22,6,290,-38.0,0,1
4,12,20,3,2,53,615,1100,225.0,1533.0,336,2,123,-10.0,0,1
1,1,16,1,15,15,1853,1930,37.0,100.0,164,11,268,-1.0,1,1
1,3,8,3,8,48,1118,1440,142.0,862.0,176,20,96,-18.0,0,1
2,6,4,7,12,25,703,1014,191.0,1237.0,45,3,129,-18.0,0,1
2,6,9,5,20,29,1730,1840,70.0,392.0,360,23,177,10.0,2,2
4,11,10,5,6,6,830,935,65.0,325.0,56,23,266,7.0,2,2
2,4,3,1,48,41,850,1125,275.0,1843.0,284,23,166,-4.0,1,1
1,2,6,1,48,49,1715,1905,170.0,989.0,348,1,97,36.0,3,2
1,3,15,3,39,26,1807,1914,67.0,133.0,105,18,60,-21.0,0,1
3,8,13,7,48,27,1435,1656,141.0,852.0,258,1,97,-18.0,0,1
2,5,23,2,41,4,1200,1435,155.0,1009.0,290,23,284,0.0,1,1
2,4,22,6,22,51,1435,1755,140.0,969.0,95,23,259,-9.0,0,1
1,3,31,5,4,17,1212,1744,212.0,1437.0,274,1,378,-20.0,0,1
3,8,3,4,42,12,705,930,145.0,861.0,232,1,289,4.0,1,1
4,10,25,3,12,47,935,1030,115.0,616.0,43,8,232,28.0,3,2
2,5,7,7,48,48,1300,1405,65.0,239.0,166,23,92,-5.0,1,1
1,2,20,1,37,6,1840,2144,364.0,2238.0,206,1,314,94.0,5,3
3,8,8,2,15,6,1302,2124,322.0,2398.0,338,20,164,44.0,4,2
2,6,15,4,17,25,525,835,130.0,861.0,45,23,234,4.0,1,1
4,10,25,3,51,6,1705,1937,332.0,2288.0,206,20,174,-21.0,0,1
3,7,19,3,51,25,2059,2230,91.0,399.0,45,3,95,4.0,1,1
4,10,9,1,36,27,1800,2014,194.0,1020.0,258,6,215,90.0,5,3
3,8,30,3,27,37,2015,2359,164.0,930.0,76,6,258,-23.0,0,1
3,7,12,3,12,48,559,805,186.0,1119.0,97,1,129,-11.0,0,1
3,7,23,7,39,36,1150,1332,102.0,419.0,215,7,74,3.0,1,1
3,7,8,6,15,6,2220,630,310.0,2485.0,206,6,268,1.0,1,1
3,7,11,2,6,6,2235,2320,45.0,66.0,361,18,338,4.0,1,1
2,5,1,1,27,48,1352,1654,182.0,1034.0,176,6,258,-33.0,0,1
3,9,27,3,12,25,2119,37,198.0,1258.0,45,1,242,-13.0,0,1
1,1,4,3,25,27,550,818,208.0,1124.0,258,6,45,-27.0,0,1
3,9,3,7,8,17,1227,1602,155.0,911.0,274,18,82,-8.0,0,1
4,12,13,3,48,48,700,800,60.0,239.0,92,23,166,-10.0,0,1
2,5,29,1,12,37,1350,1530,100.0,534.0,314,23,232,4.0,1,1
4,11,1,3,53,47,1715,2339,264.0,1978.0,43,6,336,-43.0,0,1
4,11,26,7,25,6,1757,2133,396.0,2602.0,216,3,45,-42.0,0,1
2,5,26,5,17,26,1220,1442,82.0,235.0,105,18,274,-9.0,0,1
2,5,31,3,4,6,1332,1525,113.0,621.0,344,1,290,7.0,2,2
1,3,30,4,17,47,730,850,80.0,395.0,43,23,234,1.0,1,1
1,3,17,5,48,51,1205,1545,160.0,1184.0,95,23,92,17.0,2,2
2,4,11,2,22,13,630,918,108.0,551.0,22,7,342,-12.0,0,1
3,9,18,1,48,48,1035,1141,66.0,229.0,97,7,345,1.0,1,1
3,8,13,7,15,15,1015,1056,41.0,102.0,217,11,164,-9.0,0,1
1,2,17,5,27,6,1540,1800,260.0,1535.0,206,18,258,201.0,5,3
4,11,5,7,29,17,940,1101,81.0,258.0,274,1,360,-1.0,1,1
1,1,21,6,6,12,2325,736,311.0,2446.0,232,8,338,36.0,3,2
4,12,17,7,55,27,700,811,71.0,190.0,258,18,316,5.0,1,1
3,9,22,5,6,15,830,1124,354.0,2486.0,268,1,206,-26.0,0,1
1,3,24,5,25,6,700,1031,391.0,2611.0,206,3,45,-15.0,0,1
4,12,14,4,48,13,835,1135,120.0,721.0,22,23,92,-6.0,0,1
3,8,16,3,8,6,1723,1859,156.0,862.0,206,18,96,0.0,1,1
1,2,13,1,6,53,700,850,110.0,605.0,336,2,351,10.0,2,2
1,1,30,1,26,26,1625,1721,56.0,74.0,202,18,105,53.0,4,2
3,7,24,1,12,17,530,710,160.0,997.0,234,23,373,0.0,1,1
1,3,12,7,13,5,814,852,98.0,453.0,218,6,22,-11.0,0,1
1,3,16,4,17,26,1215,1436,81.0,235.0,105,18,274,5.0,1,1
4,12,6,3,45,24,1540,1705,85.0,472.0,57,23,68,-15.0,0,1
1,3,29,3,30,49,1145,1321,96.0,463.0,348,18,154,-31.0,0,1
2,6,11,7,23,34,2051,2224,93.0,284.0,121,7,309,86.0,5,3
2,5,1,1,36,72,935,1331,236.0,1598.0,346,3,196,5.0,1,1
1,1,8,7,6,29,1025,1555,210.0,1592.0,360,23,206,-5.0,1,1
1,1,12,4,4,49,1945,2126,101.0,507.0,348,6,290,-15.0,0,1
2,6,21,3,8,8,1700,1756,56.0,125.0,96,18,21,-22.0,0,1
4,12,28,4,4,48,1944,2250,126.0,843.0,327,1,290,-10.0,0,1
3,9,23,6,32,8,1355,1645,110.0,628.0,96,23,204,-2.0,1,1
4,12,15,5,48,6,2225,19,234.0,1431.0,351,1,97,-17.0,0,1
1,3,30,4,49,6,2205,2256,111.0,532.0,351,6,348,-14.0,0,1
4,10,9,1,32,6,1237,1356,79.0,192.0,338,20,319,-17.0,0,1
2,5,5,5,34,12,1145,1432,167.0,937.0,232,20,121,61.0,5,3
3,9,5,2,34,13,940,1157,137.0,746.0,22,6,121,-19.0,0,1
4,12,12,2,6,49,606,900,114.0,541.0,348,18,305,5.0,1,1
2,4,28,5,24,6,839,1121,342.0,2329.0,206,15,57,53.0,4,2
4,12,9,6,36,12,1550,1835,165.0,1011.0,232,23,55,82.0,5,3
2,5,11,4,6,32,1255,1400,65.0,236.0,204,23,206,53.0,4,2
2,6,19,1,51,12,1900,2150,170.0,921.0,242,1,174,36.0,3,2
3,8,7,1,8,30,1415,1632,137.0,752.0,127,18,96,26.0,3,2
3,8,16,3,12,37,2140,2353,133.0,700.0,314,1,242,-15.0,0,1
2,5,19,5,44,17,1635,1805,150.0,842.0,234,23,307,12.0,2,2
2,6,18,7,12,25,800,1115,195.0,1237.0,45,3,129,58.0,4,2
3,9,26,2,25,51,1031,1201,90.0,399.0,95,3,45,-9.0,0,1
3,9,6,3,13,6,1459,1705,306.0,2139.0,338,6,22,-12.0,0,1
2,5,26,5,6,4,1300,1450,110.0,621.0,290,23,344,23.0,3,2
3,9,18,1,9,26,1640,1839,119.0,549.0,105,6,29,-18.0,0,1
3,8,31,4,4,6,1445,1635,110.0,621.0,344,23,290,19.0,2,2
1,3,1,3,48,4,1745,1935,170.0,936.0,378,7,176,8.0,2,2
4,11,25,6,17,4,955,1246,231.0,1440.0,290,1,274,-3.0,1,1
4,11,12,7,48,9,2020,36,196.0,1471.0,29,1,97,-7.0,0,1
4,10,15,7,1,13,535,733,58.0,134.0,22,6,35,-17.0,0,1
3,8,9,3,39,17,1610,1620,70.0,283.0,234,23,77,-3.0,1,1
3,7,16,7,2,2,732,910,98.0,571.0,17,2,199,9.0,2,2
1,3,9,4,6,32,2120,2240,80.0,407.0,204,23,266,14.0,2,2
1,3,6,1,22,17,1830,2045,135.0,825.0,234,23,259,2.0,1,1
1,3,7,2,48,25,1823,2259,216.0,1609.0,45,3,166,39.0,3,2
4,10,21,6,6,13,2340,653,253.0,1947.0,22,6,206,-3.0,1,1
3,7,14,5,8,21,1746,2239,173.0,1069.0,88,18,96,204.0,5,3
3,7,31,1,24,48,1505,1715,190.0,1246.0,166,23,57,6.0,2,2
2,6,4,7,4,6,600,730,90.0,451.0,206,23,378,-11.0,0,1
1,1,15,7,13,12,2015,2200,105.0,545.0,283,6,22,-6.0,0,1
4,12,16,6,37,9,1425,1617,112.0,644.0,29,1,76,14.0,2,2
4,10,7,6,9,13,620,855,155.0,859.0,22,6,29,8.0,2,2
3,7,4,2,8,48,1538,1845,127.0,701.0,97,18,21,-14.0,0,1
4,12,21,4,37,26,740,932,112.0,500.0,105,1,76,-11.0,0,1
1,1,24,2,6,17,1500,2120,260.0,1846.0,274,20,338,-34.0,0,1
2,4,9,7,29,18,2110,2330,80.0,451.0,184,23,230,-7.0,0,1
1,3,1,3,13,12,1020,1150,90.0,406.0,373,23,22,25.0,3,2
4,12,18,1,17,26,1550,1751,61.0,137.0,150,7,274,-3.0,1,1
4,11,29,3,12,36,1532,1812,160.0,1052.0,189,8,283,11.0,2,2
1,1,7,6,48,32,1525,1620,175.0,1067.0,204,23,92,5.0,1,1
4,12,22,5,6,6,1020,1130,70.0,296.0,344,23,56,8.0,2,2
3,7,27,4,6,27,1119,1700,221.0,1575.0,258,6,344,-26.0,0,1
4,12,21,4,12,36,1935,2224,169.0,1069.0,196,3,129,-5.0,1,1
2,5,30,2,32,6,1303,1445,102.0,390.0,206,18,319,8.0,2,2
3,8,18,5,12,36,725,1006,161.0,944.0,196,6,232,-9.0,0,1
4,10,26,4,34,18,2000,2207,127.0,578.0,137,7,121,144.0,5,3
4,12,10,7,13,17,1625,1720,115.0,591.0,234,23,22,26.0,3,2
1,2,13,1,12,13,1154,1409,75.0,250.0,22,7,392,-5.0,1,1
3,9,22,5,6,48,1245,1754,189.0,1242.0,24,6,206,-28.0,0,1
4,11,10,5,13,17,2125,2215,110.0,533.0,42,7,22,-16.0,0,1
4,12,28,4,12,13,630,804,94.0,404.0,22,6,232,0.0,1,1
2,5,17,3,15,53,2014,500,346.0,2640.0,336,6,268,-16.0,0,1
4,12,14,4,25,24,812,950,98.0,369.0,57,3,45,-21.0,0,1
3,7,20,4,29,6,2105,2235,210.0,1363.0,206,23,230,21.0,3,2
2,5,14,7,8,8,1352,1440,48.0,73.0,96,18,82,-13.0,0,1
4,11,20,1,12,24,2130,2335,125.0,787.0,57,23,232,-6.0,0,1
3,8,1,2,32,42,1255,2035,280.0,2176.0,289,23,204,-9.0,0,1
1,1,8,7,17,8,1603,1733,150.0,752.0,96,18,248,-10.0,0,1
1,2,26,7,41,32,725,925,120.0,763.0,204,23,284,-4.0,1,1
3,7,22,6,48,17,1815,2040,145.0,937.0,234,23,166,5.0,1,1
2,4,28,5,53,6,1510,1715,125.0,672.0,266,23,336,-19.0,0,1
1,3,7,2,13,26,1639,1838,119.0,594.0,105,15,22,-11.0,0,1
2,6,10,6,33,24,1315,1445,90.0,377.0,57,23,241,-4.0,1,1
2,6,21,3,48,25,1820,2305,225.0,1609.0,45,3,166,145.0,5,3
4,11,5,7,4,6,601,650,109.0,370.0,206,20,290,-28.0,0,1
1,3,22,3,6,6,550,700,70.0,199.0,338,18,312,-21.0,0,1
2,4,29,6,6,6,1550,1705,75.0,342.0,353,23,344,-7.0,0,1
3,7,28,5,8,6,1240,1400,140.0,846.0,353,23,96,-5.0,1,1
2,5,8,1,26,27,715,755,100.0,463.0,258,18,229,-3.0,1,1
3,8,6,7,12,44,1835,2125,170.0,1072.0,307,23,232,12.0,2,2
4,11,17,5,36,12,930,1233,183.0,950.0,232,6,215,6.0,2,2
3,7,20,4,29,26,820,1055,95.0,440.0,105,23,360,17.0,2,2
4,11,9,4,53,36,740,1600,320.0,2422.0,196,6,336,-8.0,0,1
1,2,4,6,37,34,1824,2022,118.0,529.0,121,1,76,-26.0,0,1
2,4,1,6,36,25,909,1034,85.0,187.0,45,3,196,-38.0,0,1
2,6,9,5,27,12,700,1119,199.0,1310.0,232,6,258,-23.0,0,1
4,12,3,7,48,51,1000,1341,161.0,1192.0,95,1,97,-8.0,0,1
4,12,27,3,9,24,540,655,75.0,283.0,57,23,29,-5.0,1,1
1,1,17,2,27,27,1500,1612,72.0,144.0,258,18,101,-37.0,0,1
1,1,3,2,8,4,530,740,130.0,602.0,290,23,96,-8.0,0,1
1,3,23,4,32,17,625,1210,225.0,1680.0,234,23,319,-7.0,0,1
3,8,15,2,40,4,650,710,140.0,833.0,290,23,270,1.0,1,1
2,4,5,3,48,6,1525,1700,215.0,1211.0,206,18,327,49.0,4,2
2,5,22,1,6,47,1510,2100,230.0,1751.0,43,23,326,-11.0,0,1
4,12,25,1,6,36,2058,511,313.0,2475.0,196,3,206,1.0,1,1
2,5,26,5,6,4,1440,1635,115.0,651.0,290,23,338,55.0,4,2
4,10,27,5,25,51,2204,2342,98.0,474.0,317,3,45,-15.0,0,1
3,8,31,4,48,48,1630,1743,73.0,190.0,97,1,24,3.0,1,1
2,6,22,4,13,1,1210,1210,60.0,151.0,169,7,22,16.0,2,2
1,2,5,7,17,42,750,1005,75.0,402.0,296,23,234,-8.0,0,1
1,3,9,4,17,12,2140,110,150.0,990.0,232,23,234,40.0,3,2
3,8,31,4,17,6,1745,2020,275.0,1781.0,351,1,274,-31.0,0,1
2,5,31,3,36,12,1559,1906,187.0,1010.0,373,6,215,-26.0,0,1
3,7,9,7,4,48,635,1055,140.0,879.0,92,23,290,2.0,1,1
4,11,23,4,17,26,1345,1605,80.0,235.0,105,20,274,-25.0,0,1
1,2,28,2,13,39,2224,2355,91.0,447.0,77,6,22,-14.0,0,1
2,4,12,3,13,47,2108,2120,72.0,214.0,43,6,22,-19.0,0,1
4,10,26,4,13,12,1635,1745,70.0,270.0,195,6,22,-6.0,0,1
2,4,27,4,8,32,2216,2310,114.0,628.0,204,20,96,-8.0,0,1
3,8,18,5,21,13,1413,1545,92.0,321.0,22,6,335,-16.0,0,1
4,11,12,7,40,13,1826,2120,114.0,674.0,22,7,376,13.0,2,2
4,11,6,1,6,34,2115,537,322.0,2565.0,121,20,338,-35.0,0,1
1,1,27,5,12,9,1715,1950,155.0,1050.0,29,23,232,2.0,1,1
4,10,21,6,32,25,2132,536,304.0,2381.0,45,3,204,67.0,5,3
4,11,16,4,32,6,945,1115,90.0,488.0,326,23,319,2.0,1,1
4,11,25,6,25,51,1454,1647,113.0,474.0,317,7,45,1.0,1,1
1,3,26,7,48,6,905,1101,236.0,1464.0,338,1,97,-5.0,1,1
4,11,26,7,41,36,1243,2059,316.0,2454.0,196,6,284,1.0,1,1
1,3,27,1,42,12,1925,2204,159.0,861.0,232,8,289,-22.0,0,1
3,8,10,4,37,42,1145,1315,90.0,366.0,296,1,76,-8.0,0,1
4,10,1,7,13,32,1405,1530,265.0,1747.0,204,23,22,-5.0,1,1
1,2,19,7,12,44,1110,1350,160.0,1072.0,307,23,232,9.0,2,2
4,11,15,3,17,48,1140,1410,150.0,802.0,97,1,274,-16.0,0,1
4,12,29,5,30,8,725,904,99.0,455.0,96,18,36,4.0,1,1
1,1,2,1,48,4,1045,1225,160.0,868.0,290,1,97,-13.0,0,1
3,7,29,6,53,16,2159,23,84.0,399.0,44,18,336,14.0,2,2
2,4,28,5,6,8,610,930,140.0,909.0,96,23,351,-19.0,0,1
4,10,28,6,12,48,800,940,160.0,957.0,166,23,129,-13.0,0,1
4,10,2,1,36,12,1539,1829,170.0,1056.0,283,3,167,-20.0,0,1
3,8,19,6,53,24,730,1546,316.0,2335.0,57,2,336,-36.0,0,1
3,7,18,2,36,13,600,822,142.0,780.0,22,7,167,-13.0,0,1
3,8,20,7,12,47,1000,1050,110.0,616.0,43,23,232,-8.0,0,1
3,7,7,5,53,2,1145,1430,225.0,1448.0,17,2,336,-39.0,0,1
3,9,14,4,4,8,1615,1905,110.0,639.0,96,23,378,61.0,5,3
2,4,29,6,4,8,605,908,123.0,639.0,96,18,378,-9.0,0,1
4,11,4,6,4,29,1055,1550,175.0,1262.0,360,23,290,-22.0,0,1
1,3,17,5,17,8,1215,1415,180.0,1013.0,21,18,274,2.0,1,1
3,8,19,6,42,42,1900,2022,82.0,268.0,296,1,289,117.0,5,3
2,4,15,6,53,41,700,749,49.0,129.0,284,18,336,-7.0,0,1
2,5,1,1,42,13,810,1024,134.0,666.0,22,1,289,-11.0,0,1
3,7,10,1,32,18,1620,2250,210.0,1590.0,184,23,204,97.0,5,3
2,5,14,7,36,8,1155,1429,274.0,1620.0,96,20,215,-14.0,0,1
1,2,7,2,17,13,1040,1342,122.0,606.0,22,20,274,-12.0,0,1
3,8,3,4,49,41,2205,2250,105.0,575.0,238,18,348,-14.0,0,1
4,12,3,7,4,13,810,1344,214.0,1587.0,22,6,290,-15.0,0,1
3,7,27,4,41,29,800,1345,225.0,1708.0,360,23,284,-7.0,0,1
3,9,23,6,17,51,700,953,113.0,612.0,95,20,274,-24.0,0,1
2,5,5,5,42,25,827,950,83.0,280.0,45,3,289,-3.0,1,1
4,11,16,4,13,55,1655,1800,125.0,669.0,244,6,22,-13.0,0,1
4,11,28,2,12,47,1655,1800,125.0,684.0,236,23,232,2.0,1,1
