QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,ORIGIN_STATE_FIPS,DEST_STATE_FIPS,CRS_DEP_TIME,CRS_ARR_TIME,CRS_ELAPSED_TIME,DISTANCE,Destination,Carrier_index,Origin,ARR_DELAY,class,class2
4,10,2,1,12,13,820,1010,110.0,581.0,22,23,129,18.0,2,2
1,1,16,1,48,6,1700,1828,208.0,1235.0,206,1,97,3.0,1,1
1,3,30,4,13,48,635,750,135.0,696.0,166,23,22,-7.0,0,1
1,3,9,4,25,12,1925,2256,211.0,1249.0,324,3,45,-12.0,0,1
1,2,21,2,37,13,550,734,104.0,399.0,22,7,265,-24.0,0,1
1,1,4,3,13,12,1354,1510,76.0,300.0,145,7,22,-4.0,1,1
3,9,3,7,47,6,1450,1655,245.0,1751.0,326,23,43,-22.0,0,1
1,1,6,5,6,27,1120,1708,228.0,1535.0,258,6,206,37.0,3,2
3,8,28,1,32,26,1059,1756,237.0,1749.0,105,15,204,28.0,3,2
2,6,6,2,8,48,1600,1925,145.0,883.0,166,23,96,-6.0,0,1
4,11,20,1,13,1,1025,1026,61.0,170.0,98,18,22,-8.0,0,1
2,5,13,6,48,4,1828,1900,152.0,843.0,290,1,327,-23.0,0,1
1,1,8,7,6,6,1715,1820,65.0,325.0,56,23,266,61.0,5,3
1,2,8,3,48,8,850,950,120.0,651.0,96,23,92,10.0,2,2
2,4,29,6,45,12,630,810,100.0,470.0,129,3,68,-9.0,0,1
2,6,29,4,6,49,1230,1511,101.0,501.0,348,18,125,-8.0,0,1
3,7,6,4,48,6,1115,1238,203.0,1313.0,125,1,97,22.0,3,2
2,4,18,2,34,12,1524,1829,185.0,1068.0,324,3,121,-4.0,1,1
1,2,25,6,4,29,1700,2030,150.0,1044.0,230,23,290,-26.0,0,1
4,11,13,1,4,19,949,1338,169.0,1149.0,104,1,290,0.0,1,1
2,4,19,3,34,55,855,1026,151.0,725.0,244,7,121,2.0,1,1
2,6,20,2,12,8,745,942,237.0,1546.0,96,8,232,86.0,5,3
2,4,21,5,27,42,705,1041,156.0,980.0,289,6,258,18.0,2,2
3,8,12,6,47,17,740,940,120.0,491.0,274,18,236,0.0,1,1
3,8,22,2,48,51,850,1255,185.0,1208.0,95,20,176,32.0,3,2
3,8,11,5,37,36,804,1002,118.0,544.0,215,1,76,7.0,2,2
1,3,24,5,36,12,600,903,183.0,1069.0,129,3,196,-25.0,0,1
1,2,11,6,12,51,1607,1816,129.0,814.0,95,3,373,39.0,3,2
4,10,18,3,53,6,813,1105,172.0,954.0,206,6,336,-12.0,0,1
3,9,24,7,42,25,1015,1141,86.0,280.0,45,3,289,-25.0,0,1
3,8,1,2,17,8,1230,1405,155.0,895.0,96,23,234,-7.0,0,1
3,7,5,3,37,9,1830,2034,124.0,644.0,29,1,76,124.0,5,3
3,8,27,7,24,12,1855,2135,160.0,925.0,129,23,57,-30.0,0,1
3,7,26,3,13,36,1230,1500,150.0,762.0,215,6,22,-14.0,0,1
2,6,29,4,17,13,605,903,118.0,606.0,22,6,274,3.0,1,1
4,10,16,1,6,37,911,1721,310.0,2400.0,314,20,338,-6.0,0,1
1,3,11,6,48,29,900,1040,100.0,550.0,360,1,97,-11.0,0,1
3,7,26,3,48,37,701,1041,160.0,1032.0,76,1,24,-1.0,1,1
1,2,21,2,1,17,1245,1459,134.0,584.0,274,7,35,-1.0,1,1
3,7,15,6,55,17,530,624,54.0,108.0,274,18,256,26.0,3,2
3,9,20,3,39,34,1010,1144,94.0,404.0,121,7,74,21.0,3,2
2,6,9,5,37,4,940,1100,260.0,1773.0,290,1,76,-18.0,0,1
3,7,28,5,34,6,2000,2324,384.0,2565.0,338,20,121,-24.0,0,1
1,3,17,5,6,6,2110,2235,85.0,404.0,351,23,353,-6.0,0,1
4,11,4,6,53,6,555,757,122.0,672.0,266,2,336,-4.0,1,1
4,10,3,2,6,6,615,720,65.0,86.0,338,20,351,-24.0,0,1
2,5,9,2,8,36,1028,1626,238.0,1620.0,215,6,96,-37.0,0,1
3,8,2,3,48,4,830,904,154.0,843.0,290,1,327,-24.0,0,1
2,6,17,6,13,37,2055,2221,86.0,356.0,314,6,22,22.0,3,2
1,2,24,5,48,48,1130,1239,69.0,201.0,85,7,176,-17.0,0,1
4,10,25,3,26,26,625,741,76.0,243.0,105,18,297,11.0,2,2
4,10,17,2,12,6,845,1151,366.0,2585.0,338,1,242,2.0,1,1
3,8,20,7,4,17,1340,1855,195.0,1444.0,234,23,290,24.0,3,2
4,10,7,6,34,37,810,1011,121.0,529.0,76,1,121,-4.0,1,1
3,7,1,6,36,12,1245,1550,185.0,1204.0,129,23,14,8.0,2,2
2,4,28,5,48,19,1642,1833,111.0,624.0,104,1,97,-14.0,0,1
3,7,2,7,51,12,1715,1944,149.0,759.0,232,1,95,-8.0,0,1
2,4,17,1,27,30,1125,1251,146.0,874.0,58,6,258,7.0,2,2
3,8,8,2,42,12,1055,1336,161.0,994.0,129,15,296,-7.0,0,1
1,1,21,6,16,6,1050,1144,114.0,522.0,338,18,44,26.0,3,2
2,5,24,3,12,44,1405,1650,165.0,1072.0,307,23,232,11.0,2,2
4,12,6,3,6,48,1440,1937,177.0,1205.0,97,1,353,0.0,1,1
3,8,12,6,17,4,950,1125,215.0,1440.0,378,23,234,0.0,1,1
2,4,29,6,4,47,1505,2020,195.0,1449.0,43,23,290,6.0,2,2
2,5,27,6,29,48,1950,2130,100.0,546.0,92,23,360,45.0,4,2
2,4,14,5,13,51,725,858,93.0,516.0,275,6,22,-12.0,0,1
3,7,25,2,17,32,505,650,225.0,1521.0,204,23,234,-10.0,0,1
3,8,30,3,36,13,1751,2003,132.0,749.0,22,6,321,-10.0,0,1
4,12,1,5,6,36,2105,518,313.0,2475.0,196,3,206,-9.0,0,1
1,3,27,1,6,53,955,1200,125.0,696.0,336,23,344,19.0,2,2
2,5,20,6,8,51,1235,1753,198.0,1452.0,174,20,96,-10.0,0,1
2,6,11,7,6,22,925,1507,222.0,1670.0,259,6,206,4.0,1,1
1,1,5,4,48,29,1900,2035,95.0,546.0,360,23,92,-7.0,0,1
2,6,10,6,36,6,1900,2227,387.0,2475.0,206,1,196,36.0,3,2
2,5,12,5,41,6,1518,1740,142.0,748.0,206,18,118,-19.0,0,1
2,5,6,6,24,13,1100,1247,107.0,577.0,22,6,57,-3.0,1,1
3,8,3,4,34,4,1340,1554,314.0,2133.0,290,1,121,-1.0,1,1
1,1,25,3,39,32,800,930,270.0,1771.0,204,23,77,3.0,1,1
1,3,10,5,41,49,600,854,114.0,618.0,348,18,118,-19.0,0,1
3,7,9,7,12,25,1155,1459,184.0,1185.0,45,3,373,-46.0,0,1
1,1,5,4,48,12,845,1019,94.0,489.0,299,7,176,-4.0,1,1
2,6,24,6,51,9,1935,2054,79.0,313.0,29,3,95,-29.0,0,1
4,11,4,6,27,30,1945,2122,157.0,874.0,58,6,258,-12.0,0,1
3,8,18,5,4,29,1905,2347,162.0,1044.0,230,1,290,-16.0,0,1
1,3,27,1,17,4,1915,2100,225.0,1444.0,290,23,234,22.0,3,2
1,3,20,1,48,12,1347,1715,148.0,964.0,242,20,176,-19.0,0,1
2,6,22,4,26,51,1525,1720,115.0,529.0,275,18,105,-6.0,0,1
1,3,28,2,17,29,1515,1635,80.0,405.0,230,23,234,-5.0,1,1
3,7,25,2,48,21,600,917,137.0,812.0,88,18,97,92.0,5,3
3,8,19,6,41,48,835,1417,222.0,1616.0,97,2,284,3.0,1,1
2,4,6,4,48,35,2200,2315,135.0,759.0,2,23,166,39.0,3,2
3,7,8,6,15,15,2007,2046,39.0,100.0,268,11,164,-7.0,0,1
2,5,14,7,72,12,1412,1719,187.0,1189.0,232,15,346,1.0,1,1
3,9,9,6,13,15,940,1315,575.0,4502.0,164,6,22,-34.0,0,1
3,9,12,2,8,38,1955,2245,110.0,573.0,198,18,96,-12.0,0,1
2,5,29,1,32,17,1045,1626,221.0,1514.0,274,20,204,-24.0,0,1
3,7,11,2,51,6,1959,2258,359.0,2419.0,338,20,174,-25.0,0,1
2,5,20,6,12,12,1555,1655,60.0,197.0,129,23,373,-2.0,1,1
2,5,17,3,12,13,1659,1857,118.0,581.0,22,6,129,-17.0,0,1
2,4,6,4,53,53,945,1045,60.0,224.0,336,2,140,31.0,3,2
2,5,11,4,51,8,818,1014,236.0,1452.0,96,20,174,1.0,1,1
4,12,25,1,48,6,1100,1239,219.0,1235.0,206,1,97,-22.0,0,1
3,9,20,3,4,4,1815,1921,66.0,110.0,290,18,378,-33.0,0,1
4,12,10,7,12,37,645,839,114.0,590.0,76,1,283,-10.0,0,1
4,10,14,6,42,45,810,949,99.0,473.0,264,15,289,-25.0,0,1
3,8,29,2,26,17,1320,1337,77.0,224.0,274,18,379,-14.0,0,1
3,8,12,6,13,6,956,1203,307.0,2139.0,338,6,22,36.0,3,2
1,3,28,2,12,36,1730,2018,168.0,950.0,215,3,232,94.0,5,3
2,6,29,4,45,24,1950,2120,90.0,472.0,57,23,68,1.0,1,1
3,7,18,2,48,24,1000,1405,185.0,1246.0,57,23,166,-5.0,1,1
2,4,28,5,48,41,1225,1427,242.0,1616.0,284,1,97,-7.0,0,1
1,3,10,5,44,12,1430,1740,190.0,1188.0,129,23,307,8.0,2,2
1,3,2,4,8,6,840,1020,160.0,967.0,338,23,96,-13.0,0,1
1,1,10,2,13,12,2115,2226,71.0,270.0,195,6,22,-18.0,0,1
1,2,16,4,26,9,1359,1545,106.0,549.0,29,6,105,49.0,4,2
3,7,27,4,53,6,1345,1634,169.0,954.0,206,6,336,-10.0,0,1
4,11,23,4,29,6,1340,1545,245.0,1557.0,326,23,360,-43.0,0,1
3,9,10,7,29,39,1935,2150,75.0,409.0,77,23,360,-12.0,0,1
4,12,16,6,13,12,2222,2238,76.0,271.0,299,6,22,-22.0,0,1
1,3,20,1,25,27,1445,1715,210.0,1124.0,258,6,45,-2.0,1,1
3,8,30,3,12,37,1915,2059,104.0,468.0,76,1,232,2.0,1,1
3,8,29,2,13,29,2123,2216,113.0,563.0,339,7,22,0.0,1,1
1,2,23,4,12,13,1225,1429,124.0,594.0,22,6,242,-8.0,0,1
2,4,2,7,48,53,1925,2143,258.0,1660.0,336,2,97,53.0,4,2
4,10,7,6,39,36,1025,1200,95.0,419.0,215,7,74,-16.0,0,1
4,10,21,6,38,8,1320,1424,124.0,627.0,96,18,124,14.0,2,2
3,9,4,1,32,6,1000,1109,69.0,258.0,326,18,204,-7.0,0,1
3,7,30,7,55,26,1240,1448,68.0,237.0,105,6,244,-3.0,1,1
2,6,4,7,13,24,1340,1535,115.0,577.0,57,23,22,53.0,4,2
2,5,30,2,36,12,1536,1828,172.0,1056.0,283,3,167,-2.0,1,1
2,5,12,5,48,51,1005,1400,175.0,1192.0,95,1,97,-10.0,0,1
4,11,25,6,27,4,1055,1334,219.0,1276.0,290,15,258,-38.0,0,1
2,4,7,5,17,36,1340,1630,110.0,717.0,14,23,234,-1.0,1,1
3,7,28,5,12,32,2130,2321,291.0,2173.0,204,15,129,48.0,4,2
3,8,25,5,12,48,545,749,184.0,1121.0,97,1,242,5.0,1,1
4,11,18,6,47,55,935,1120,105.0,475.0,244,23,43,-24.0,0,1
2,6,29,4,53,4,850,1126,156.0,1020.0,290,1,140,-20.0,0,1
3,8,20,7,45,42,1014,1147,93.0,473.0,289,15,264,-10.0,0,1
3,9,25,1,42,12,1030,1319,169.0,1013.0,242,1,289,-5.0,1,1
1,2,19,7,4,16,1530,1740,130.0,735.0,44,23,290,-2.0,1,1
4,12,30,6,51,48,545,822,217.0,1208.0,176,20,95,6.0,2,2
4,12,8,5,72,24,1810,2125,255.0,1565.0,57,23,346,27.0,3,2
1,1,24,2,55,27,1200,1322,82.0,297.0,258,6,244,-10.0,0,1
1,2,24,5,47,26,605,907,122.0,610.0,105,6,236,-22.0,0,1
4,12,14,4,12,72,2255,239,164.0,1189.0,346,3,232,36.0,3,2
4,11,23,4,42,17,815,910,115.0,413.0,274,1,296,-17.0,0,1
4,10,3,2,25,47,815,1005,170.0,942.0,43,23,45,-12.0,0,1
1,2,25,6,8,6,959,1126,147.0,846.0,353,8,96,20.0,2,2
3,8,1,2,48,42,1230,1655,205.0,1303.0,289,1,97,0.0,1,1
4,10,30,1,12,17,1645,1902,197.0,1144.0,274,1,283,-14.0,0,1
3,8,13,7,12,48,1835,2038,183.0,1121.0,97,1,242,2.0,1,1
3,7,11,2,13,24,1814,2020,126.0,577.0,57,6,22,122.0,5,3
3,9,12,2,37,25,1421,1617,116.0,612.0,45,3,314,-18.0,0,1
1,1,15,7,2,53,1520,1945,205.0,1448.0,336,6,17,3.0,1,1
1,2,18,6,12,12,706,810,64.0,177.0,129,15,232,-5.0,1,1
3,9,7,4,15,53,2040,534,354.0,2677.0,336,6,164,-14.0,0,1
2,4,19,3,55,27,1515,1625,70.0,297.0,258,23,244,5.0,1,1
3,9,17,7,12,24,745,1010,145.0,883.0,57,23,283,-13.0,0,1
3,7,11,2,55,13,1400,1705,125.0,669.0,22,6,244,15.0,2,2
2,4,1,6,17,24,1840,2132,112.0,622.0,57,18,274,12.0,2,2
4,12,7,4,6,41,1930,2110,100.0,543.0,284,23,266,-7.0,0,1
1,3,5,7,12,12,1220,1320,60.0,197.0,129,23,373,-12.0,0,1
1,3,9,4,36,12,808,1147,219.0,1089.0,242,6,196,-23.0,0,1
3,7,21,5,36,35,2008,2308,300.0,1826.0,2,3,196,4.0,1,1
3,8,4,5,17,25,1319,1651,152.0,867.0,45,15,274,-8.0,0,1
1,3,21,2,49,47,1705,2124,199.0,1404.0,43,6,348,-17.0,0,1
4,12,11,1,37,8,1605,1807,242.0,1337.0,96,18,76,5.0,1,1
2,6,12,1,13,48,1505,1630,145.0,731.0,97,6,22,15.0,2,2
2,4,19,3,13,36,2115,2339,144.0,760.0,196,6,22,32.0,3,2
1,2,15,3,30,49,1322,1453,91.0,436.0,348,18,257,-3.0,1,1
4,12,3,7,25,6,1748,2145,417.0,2611.0,206,1,45,-23.0,0,1
1,3,9,4,36,25,2215,2333,78.0,187.0,45,3,196,-15.0,0,1
3,9,20,3,6,8,639,1014,155.0,967.0,96,20,338,-1.0,1,1
1,3,22,3,12,36,1855,2150,175.0,1028.0,196,6,283,41.0,4,2
2,4,1,6,12,17,1516,1739,203.0,1144.0,274,1,283,6.0,2,2
4,10,29,7,6,49,1130,1426,116.0,590.0,348,6,206,-2.0,1,1
3,8,27,7,29,48,1525,1719,114.0,550.0,97,1,360,120.0,5,3
4,12,31,7,32,48,630,1120,170.0,1235.0,166,23,204,-9.0,0,1
1,3,31,5,8,6,1415,1558,163.0,967.0,338,20,96,-4.0,1,1
1,3,11,6,27,53,931,1125,234.0,1399.0,336,6,258,-2.0,1,1
3,8,19,6,49,41,628,724,116.0,630.0,284,18,348,-6.0,0,1
1,2,22,3,13,4,1210,1443,273.0,1587.0,290,8,22,-29.0,0,1
1,1,9,1,32,48,1905,2140,95.0,583.0,114,23,204,17.0,2,2
3,7,15,6,13,12,940,1129,109.0,646.0,122,6,22,-9.0,0,1
2,5,21,7,12,22,2155,2254,119.0,674.0,259,15,129,-4.0,1,1
4,10,5,4,4,26,1525,2212,227.0,1671.0,105,1,290,-19.0,0,1
4,11,3,5,42,6,835,1200,385.0,2521.0,338,20,289,16.0,2,2
3,7,9,7,18,13,1735,1910,95.0,432.0,22,23,184,46.0,4,2
1,3,21,2,6,15,1700,1943,343.0,2449.0,191,20,206,45.0,4,2
3,7,7,5,51,17,1455,1555,120.0,601.0,234,23,95,5.0,1,1
1,3,5,7,22,25,1109,1519,190.0,1368.0,45,3,259,-3.0,1,1
2,6,20,2,48,6,2040,2220,220.0,1476.0,338,23,92,11.0,2,2
1,1,31,2,40,48,2005,2109,64.0,175.0,97,7,270,-28.0,0,1
3,7,5,3,8,6,1425,1604,159.0,967.0,338,20,96,-24.0,0,1
2,6,10,6,49,36,1715,2351,276.0,1990.0,196,6,348,-22.0,0,1
4,12,25,1,12,26,700,939,159.0,983.0,105,15,373,-7.0,0,1
2,4,10,1,34,13,1600,1827,147.0,746.0,22,6,121,5.0,1,1
3,8,26,6,48,40,1645,1741,56.0,140.0,205,7,97,-10.0,0,1
1,3,23,4,6,6,935,1050,75.0,308.0,206,23,344,-14.0,0,1
3,7,30,7,13,34,1928,2150,142.0,746.0,121,6,22,-9.0,0,1
3,8,29,2,13,17,851,942,111.0,591.0,234,6,22,-11.0,0,1
4,12,17,7,48,13,1050,1420,150.0,874.0,22,8,327,290.0,5,3
3,8,29,2,8,8,800,855,55.0,73.0,96,18,82,-16.0,0,1
2,6,1,4,17,42,1650,1951,121.0,678.0,289,1,274,73.0,5,3
1,3,18,6,17,36,1700,2017,137.0,733.0,215,18,274,-2.0,1,1
1,2,20,1,13,17,1505,1612,127.0,606.0,274,6,22,91.0,5,3
4,11,2,4,6,49,600,856,116.0,590.0,348,6,206,-8.0,0,1
1,3,21,2,48,34,1055,1522,207.0,1400.0,121,20,176,8.0,2,2
1,1,21,6,34,12,1750,2102,192.0,1065.0,129,3,121,-24.0,0,1
4,11,15,3,49,32,1100,1127,87.0,368.0,204,6,348,2.0,1,1
3,8,7,1,6,53,715,915,120.0,672.0,336,23,266,-5.0,1,1
3,7,9,7,51,6,1923,2157,334.0,2288.0,206,20,174,-25.0,0,1
3,7,22,6,24,17,2125,2234,129.0,622.0,274,15,57,-15.0,0,1
3,9,22,5,22,48,1250,1345,55.0,127.0,176,7,211,-25.0,0,1
3,7,20,4,8,34,810,1356,226.0,1605.0,121,20,96,-10.0,0,1
3,9,14,4,26,4,820,927,247.0,1671.0,290,6,105,-14.0,0,1
2,6,1,4,22,13,1930,2158,88.0,425.0,22,6,259,-12.0,0,1
3,8,16,3,27,46,1755,1851,116.0,489.0,310,6,258,-6.0,0,1
1,3,6,1,41,8,525,909,164.0,964.0,96,18,238,-4.0,1,1
4,12,30,6,13,6,1955,2205,310.0,1947.0,206,6,22,-23.0,0,1
1,3,31,5,12,21,1710,1915,125.0,727.0,335,23,373,29.0,3,2
1,3,19,7,6,49,1015,1305,110.0,590.0,348,6,206,20.0,2,2
1,3,5,7,36,12,1559,1926,207.0,1074.0,324,3,196,-22.0,0,1
4,10,28,6,5,4,1515,1615,180.0,1136.0,290,23,218,-28.0,0,1
4,12,18,1,6,8,1040,1402,142.0,853.0,96,20,326,-11.0,0,1
4,12,5,2,6,32,1100,1205,65.0,223.0,204,23,56,4.0,1,1
1,1,4,3,25,51,800,944,104.0,399.0,95,1,45,-13.0,0,1
4,10,2,1,27,27,1055,1207,72.0,255.0,258,18,185,-32.0,0,1
1,2,10,5,26,17,600,622,82.0,223.0,274,7,133,-12.0,0,1
4,10,31,2,4,8,1336,1638,122.0,639.0,96,20,378,-19.0,0,1
3,7,13,4,9,24,1435,1545,70.0,283.0,57,23,29,-9.0,0,1
4,10,4,3,25,36,1933,2058,85.0,184.0,215,3,45,27.0,3,2
1,1,29,7,8,51,1001,1513,192.0,1452.0,174,20,96,4.0,1,1
3,7,7,5,36,6,1200,1507,367.0,2475.0,206,1,196,30.0,3,2
2,6,11,7,18,17,605,601,56.0,84.0,274,18,330,-24.0,0,1
2,4,15,6,17,22,550,810,140.0,825.0,259,23,234,-19.0,0,1
4,11,1,3,19,8,1720,1820,120.0,589.0,96,18,104,57.0,4,2
1,1,4,3,36,12,1749,2048,179.0,944.0,232,3,196,15.0,2,2
3,7,22,6,39,48,1505,1642,157.0,926.0,97,1,77,-19.0,0,1
3,7,7,5,17,48,1545,1827,162.0,977.0,24,20,274,-1.0,1,1
3,7,17,1,15,4,2215,714,359.0,2917.0,290,1,164,-22.0,0,1
4,10,12,4,49,32,2155,2200,65.0,200.0,112,18,348,-22.0,0,1
3,7,9,7,48,34,1825,2253,208.0,1372.0,121,1,97,98.0,5,3
1,3,17,5,48,48,1335,1440,65.0,341.0,24,23,207,-3.0,1,1
4,10,24,2,41,29,900,1453,233.0,1708.0,360,18,284,-3.0,1,1
2,4,12,3,17,6,830,1105,275.0,1844.0,266,23,234,12.0,2,2
2,4,13,4,36,37,630,839,129.0,544.0,76,7,215,-25.0,0,1
2,4,24,1,36,45,2040,2256,136.0,617.0,59,7,215,114.0,5,3
3,8,2,3,23,24,1240,1405,85.0,452.0,57,23,309,46.0,4,2
3,7,21,5,34,6,1720,2055,395.0,2548.0,344,2,121,-28.0,0,1
2,6,26,1,37,17,1007,1114,127.0,599.0,274,20,76,-16.0,0,1
4,12,11,1,49,56,1510,1631,81.0,320.0,84,18,348,-6.0,0,1
4,11,16,4,27,46,1125,1230,65.0,196.0,135,18,258,-3.0,1,1
4,10,23,1,4,36,615,1405,290.0,2153.0,196,6,290,-15.0,0,1
4,12,14,4,33,37,930,1211,161.0,737.0,76,1,241,14.0,2,2
3,8,23,3,48,40,1630,1727,57.0,175.0,270,1,97,-11.0,0,1
4,10,13,5,8,6,2153,2330,157.0,862.0,206,8,96,-7.0,0,1
2,4,24,1,6,6,1100,1232,92.0,337.0,338,18,206,71.0,5,3
1,2,16,4,48,48,1726,1835,69.0,140.0,176,20,24,0.0,1,1
3,7,8,6,12,36,1746,2118,212.0,1089.0,196,1,242,-30.0,0,1
4,12,4,1,15,15,1823,1901,38.0,100.0,164,11,268,-12.0,0,1
1,3,27,1,6,6,610,731,81.0,353.0,216,3,266,-7.0,0,1
2,4,19,3,50,34,955,1115,80.0,266.0,121,7,54,-11.0,0,1
4,11,4,6,6,53,834,1118,164.0,965.0,336,3,216,-14.0,0,1
2,6,14,3,34,12,1502,1807,185.0,1068.0,324,3,121,89.0,5,3
4,10,26,4,6,32,1600,1709,69.0,192.0,319,18,338,-6.0,0,1
3,8,30,3,6,53,1335,1525,110.0,605.0,336,23,351,2.0,1,1
3,8,4,5,30,6,1345,1512,147.0,769.0,338,18,257,-15.0,0,1
3,8,25,5,48,47,710,858,108.0,631.0,43,1,97,7.0,2,2
3,9,6,3,48,48,855,950,55.0,189.0,92,23,24,66.0,5,3
2,6,19,1,8,24,1745,2309,204.0,1491.0,57,20,96,-16.0,0,1
4,11,20,1,16,27,1445,1837,172.0,1142.0,258,18,44,-18.0,0,1
1,2,4,6,32,12,2335,703,268.0,2174.0,242,8,204,-7.0,0,1
4,10,27,5,22,13,552,820,88.0,425.0,22,6,259,-7.0,0,1
1,2,12,7,45,13,1805,1905,60.0,153.0,22,23,152,12.0,2,2
1,3,30,4,13,13,630,740,70.0,214.0,22,6,328,-20.0,0,1
2,5,21,7,48,53,2117,2356,279.0,1874.0,336,15,176,48.0,4,2
3,7,6,4,12,13,600,751,111.0,594.0,22,6,242,0.0,1,1
4,11,21,2,51,22,2036,2234,178.0,969.0,259,1,95,-14.0,0,1
3,7,10,1,32,29,2030,110,160.0,1139.0,230,23,204,14.0,2,2
3,8,15,2,13,39,1001,1135,94.0,447.0,77,6,22,22.0,3,2
4,10,9,1,53,6,610,846,156.0,1050.0,326,2,336,5.0,1,1
2,6,26,1,36,27,1615,1840,205.0,1029.0,258,6,196,-22.0,0,1
2,6,8,4,6,41,1713,1835,82.0,329.0,238,18,338,98.0,5,3
1,3,22,3,48,13,1002,1305,123.0,721.0,22,6,92,-3.0,1,1
2,5,20,6,49,41,2040,2124,104.0,525.0,313,18,348,-28.0,0,1
2,5,6,6,13,12,810,943,93.0,515.0,324,6,22,-6.0,0,1
4,10,10,2,13,22,1903,1940,97.0,448.0,53,7,22,-15.0,0,1
2,4,21,5,34,12,1049,1324,155.0,913.0,373,15,8,-16.0,0,1
1,1,9,1,29,32,1650,1755,185.0,1139.0,204,23,230,10.0,2,2
3,8,29,2,41,48,600,1147,227.0,1616.0,97,1,284,713.0,5,3
2,4,20,4,47,26,2140,5,85.0,456.0,105,23,43,19.0,2,2
4,10,19,4,51,25,1200,1339,99.0,474.0,45,7,317,58.0,4,2
3,9,15,5,17,6,910,1152,282.0,1829.0,344,20,274,-22.0,0,1
2,6,14,3,21,17,640,645,65.0,249.0,234,23,88,-11.0,0,1
2,6,20,2,13,48,2158,2324,146.0,874.0,327,6,22,-14.0,0,1
1,3,15,3,48,22,1220,1331,71.0,295.0,211,7,97,8.0,2,2
2,5,10,3,15,6,2125,526,301.0,2367.0,338,20,200,-24.0,0,1
3,8,25,5,17,13,1759,2057,118.0,591.0,22,6,234,-24.0,0,1
1,1,16,1,48,6,900,1040,220.0,1346.0,353,20,176,-13.0,0,1
4,10,7,6,8,24,1240,1755,195.0,1491.0,57,23,96,20.0,2,2
4,10,15,7,6,6,715,850,95.0,480.0,351,23,326,-5.0,1,1
3,8,16,3,42,12,805,1040,155.0,994.0,129,23,296,2.0,1,1
3,8,30,3,55,13,1205,1503,118.0,669.0,22,6,244,-3.0,1,1
2,6,12,1,8,49,600,732,92.0,391.0,348,6,96,-5.0,1,1
1,1,23,1,48,6,730,938,248.0,1482.0,338,18,327,13.0,2,2
3,7,30,7,8,12,1655,2232,217.0,1520.0,232,8,82,-30.0,0,1
2,6,26,1,8,48,2107,2358,111.0,641.0,97,15,96,2.0,1,1
3,8,1,2,6,15,920,1157,337.0,2447.0,217,20,338,-2.0,1,1
1,2,13,1,12,37,1017,1220,123.0,632.0,76,1,129,-16.0,0,1
4,10,11,3,49,48,1355,1728,153.0,989.0,97,6,348,3.0,1,1
1,3,21,2,32,6,730,900,90.0,414.0,338,23,204,-5.0,1,1
2,5,23,2,12,48,700,907,187.0,1119.0,97,15,129,9.0,2,2
4,10,20,5,12,34,1035,1325,170.0,1047.0,375,8,242,-3.0,1,1
3,9,29,5,51,34,2035,2156,81.0,199.0,121,7,95,11.0,2,2
4,11,4,6,48,36,732,1200,208.0,1389.0,215,1,97,-21.0,0,1
4,12,10,7,55,13,1459,1818,139.0,669.0,22,6,244,-24.0,0,1
1,3,21,2,29,24,615,910,115.0,738.0,57,23,360,-21.0,0,1
4,12,8,5,13,36,1630,1850,140.0,762.0,215,6,22,264.0,5,3
3,8,17,4,48,48,2145,2247,62.0,191.0,327,20,176,9.0,2,2
2,6,29,4,32,6,707,835,88.0,236.0,206,1,204,40.0,3,2
4,11,23,4,72,34,1350,1655,245.0,1608.0,121,20,346,-19.0,0,1
1,3,4,6,6,6,1420,1541,81.0,266.0,206,18,255,107.0,5,3
3,7,6,4,31,53,1630,1804,214.0,1368.0,336,2,271,-10.0,0,1
2,5,7,7,17,37,1835,2134,119.0,599.0,76,1,274,-9.0,0,1
4,10,7,6,48,51,1315,1715,180.0,1192.0,95,1,97,-27.0,0,1
2,6,20,2,29,37,1350,1715,145.0,808.0,76,1,230,7.0,2,2
2,4,8,6,49,6,1723,1830,127.0,599.0,338,18,348,-14.0,0,1
3,7,16,7,12,55,1840,2025,165.0,1075.0,244,23,373,-11.0,0,1
1,1,11,3,32,4,625,910,105.0,601.0,290,23,319,22.0,3,2
2,6,29,4,6,27,615,1150,215.0,1535.0,258,6,206,-9.0,0,1
3,8,18,5,47,48,1053,1207,134.0,771.0,176,7,383,-25.0,0,1
4,10,21,6,29,17,610,734,84.0,258.0,274,1,360,-29.0,0,1
4,11,22,3,49,24,935,1552,257.0,1865.0,57,6,348,-19.0,0,1
3,9,21,4,9,48,1815,2111,236.0,1471.0,97,1,29,-14.0,0,1
2,5,23,2,25,51,1325,1500,95.0,399.0,95,3,45,9.0,2,2
3,7,19,3,17,25,1840,2206,146.0,867.0,45,1,274,-16.0,0,1
3,8,30,3,8,30,1415,1633,138.0,752.0,127,18,96,14.0,2,2
4,11,28,2,17,25,740,1050,130.0,861.0,45,23,234,-12.0,0,1
1,3,13,1,12,13,2144,2345,121.0,594.0,22,1,242,8.0,2,2
4,12,26,2,12,36,600,835,155.0,1010.0,215,23,373,-11.0,0,1
4,11,17,5,18,13,805,1012,127.0,566.0,22,18,330,-26.0,0,1
